record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,First_year,First_month,First_day,First_date,Last_year,Last_month,Last_day,Last_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,hatchery,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,Cleaned up release location,Cleaned up site name,LAT,LONG,Category,Bay_release,DistanceFromHatchery_in_meters,Ocean dist_FINAL,Excl,Notes,dist_hatch,dist_ocean
T,4.1,20130619,FWS,FWS,7,55607,12,,,,,1,3,2012,20130424,2013,4,24,41388,2013,4,24,41388,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,72,N,5000,222915,,,5000,1697,0,674327,C,0.0076,28,397,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55610,12,,,,,1,3,2012,20130424,2013,4,24,41388,2013,4,24,41388,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,76,N,5000,323569,,,0,971535,,,C,0,36,413,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55593,12,,,,,1,3,2012,20130411,2013,4,11,41375,2013,4,11,41375,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,75,N,5000,101248,,,0,304177,,,C,0,34,209,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55597,12,,,,,1,3,2012,20130411,2013,4,11,41375,2013,4,11,41375,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,79,N,5000,202868,,,0,609232,,,C,0,29,405,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55596,12,,,,,1,3,2012,20130410,2013,4,10,41374,2013,4,11,41375,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,75,N,5000,205914,,,0,618232,,,C,0,26,390,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55598,12,,,,,1,3,2012,20130410,2013,4,10,41374,2013,4,10,41374,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,71,N,5000,208282,,,5000,1065,0,628602,C,0.0051,20,393,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55599,12,,,,,1,3,2012,20130410,2013,4,10,41374,2013,4,10,41374,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,74,N,5000,200608,,,5000,529,0,603898,C,0.0026,17,380,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55608,12,,,,,1,3,2012,20130410,2013,4,10,41374,2013,4,10,41374,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,71,N,5000,305185,,,5000,1553,0,921144,C,0.0051,51,395,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20130619,FWS,FWS,7,55609,12,,,,,1,3,2012,20130410,2013,4,10,41374,2013,4,10,41374,6FCSABAT CNFH,6FCSABAT CNFH,6FCSABAT CNFH,P,H,P,FR,65,N,5000,325833,,,5000,2456,0,985940,C,0.0075,47,401,,Production,COLEMAN NFH,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Battle Creek,Coleman NFH,40.398064,-122.145393,normal,UPSTREAM,0,517856,,,0,0.517856
T,4.1,20081031,FWS,FWS,7,501040807,15,,,,,1,3,2006,20070322,2007,3,22,39163,2007,3,22,39163,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,59,N,5000,25761,,,5000,392,,,C,0.015,22,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20140221,FWS,FWS,7,501040808,15,,,,,1,3,2006,20070322,2007,3,22,39163,2007,3,22,39163,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,58,N,5000,24164,,,5000,1272,,,C,0.05,21,200,,Resubmited2.21.14Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20081031,FWS,FWS,7,501040805,15,,,,,1,3,2006,20070322,2007,3,22,39163,2007,3,22,39163,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,59,N,5000,24624,,,5000,1160,,,C,0.045,24,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20081031,FWS,FWS,7,501040806,15,,,,,1,3,2006,20070322,2007,3,22,39163,2007,3,22,39163,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,59,N,5000,24698,,,5000,376,,,C,0.015,23,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20081031,FWS,FWS,7,501040804,15,,,,,1,3,2006,20070315,2007,3,15,39156,2007,3,15,39156,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,57,N,5000,23745,0,649,5000,1557,,,C,0.06,21,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20081031,FWS,FWS,7,501040803,15,,,,,1,3,2006,20070315,2007,3,15,39156,2007,3,15,39156,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,57,N,5000,25800,0,130,,,,,C,0,22,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20081031,FWS,FWS,7,501040801,15,,,,,1,3,2006,20070315,2007,3,15,39156,2007,3,15,39156,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,56,N,5000,22756,,,5000,948,,,C,0.04,24,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20081031,FWS,FWS,7,501040802,15,,,,,1,3,2006,20070315,2007,3,15,39156,2007,3,15,39156,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,58,N,5000,24560,,,,,,,C,0,23,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,C,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20110204,FWS,FWS,7,501040907,15,,,,,1,3,2007,20080310,2008,3,10,39517,2008,3,10,39517,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,55,N,5000,24953,0,126,5000,126,,,C,0.005,22,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20110204,FWS,FWS,7,501040908,15,,,,,1,3,2007,20080310,2008,3,10,39517,2008,3,10,39517,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,55,N,5000,24853,,,5000,769,,,C,0.03,21,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20110204,FWS,FWS,7,501040906,15,,,,,1,3,2007,20080310,2008,3,10,39517,2008,3,10,39517,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,56,N,5000,23733,,,5000,989,,,C,0.04,23,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20110204,FWS,FWS,7,501040905,15,,,,,1,3,2007,20080310,2008,3,10,39517,2008,3,10,39517,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,55,N,5000,24055,0,125,5000,877,,,C,0.035,27,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20110204,FWS,FWS,7,501040903,15,,,,,1,3,2007,20080303,2008,3,3,39510,2008,3,3,39510,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,54,N,5000,24687,0,126,5000,378,,,C,0.015,21,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20110204,FWS,FWS,7,501040904,15,,,,,1,3,2007,20080303,2008,3,3,39510,2008,3,3,39510,6FCSASAF RBDD,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,54,N,5000,25734,0,129,,,,,C,,21,200,,Stockton release group,SAC R RED BLUFF DIV DAM,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Red Bluff Diversion Dam,40.153,-122.204,normal,UPSTREAM,55322,462534,,,0.055322,0.462534
T,4.1,20110204,FWS,FWS,7,501040901,15,,,,,1,3,2007,20080303,2008,3,3,39510,2008,3,3,39510,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,54,N,5000,23557,,,5000,359,,,C,0.015,23,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20110204,FWS,FWS,7,501040902,15,,,,,1,3,2007,20080303,2008,3,3,39510,2008,3,3,39510,6FCSASBF CLKG,6FCSABAT CNFH,6FCSABAT CNFH,P,H,B,FR,54,N,5000,25421,,,5000,128,,,C,0.005,22,200,,Stockton release group,SAC R AT CLARKSBURG,COLEMAN NFH,coleman,COLEMAN NFH,CA,SAFA,SACR,N,Sacramento River,Clarksburg,38.4152,-121.52175,normal,UPSTREAM,374922,144951,,,0.374922,0.144951
T,4.1,20070811,CDFW,FWS,8,62320,12,,,,,1,3,2006,20070514,2007,5,14,39216,2007,5,14,39216,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,V,H,E,FR,120,N,5000,23494,,,5000,479,,,,0.0185,12,200,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20070811,CDFW,FWS,8,62321,12,,,,,1,3,2006,20070514,2007,5,14,39216,2007,5,14,39216,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,V,H,E,FR,120,N,5000,24002,,,5000,490,,,,0.0186,12,200,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60358,12,,,,,1,3,2007,20080521,2008,5,21,39589,2008,5,21,39589,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,27043,,,5000,136,,,,0.005,2,201,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60365,12,,,,,1,3,2007,20080521,2008,5,21,39589,2008,5,21,39589,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,29145,,,5000,147,,,,0.005,4,201,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60366,12,,,,,1,3,2007,20080521,2008,5,21,39589,2008,5,21,39589,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,28518,,,5000,144,,,,0.005,4,201,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60359,12,,,,,1,3,2007,20080507,2008,5,7,39575,2008,5,7,39575,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,24499,,,,,,,,0,5,205,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60360,12,,,,,1,3,2007,20080507,2008,5,7,39575,2008,5,7,39575,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,25942,,,,,,,,0,5,201,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60362,12,,,,,1,3,2007,20080507,2008,5,7,39575,2008,5,7,39575,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,25532,,,5000,129,,,,0.005,5,201,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20080916,CDFW,FWS,8,60361,12,,,,,1,3,2007,20080507,2008,5,7,39575,2008,5,7,39575,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,,N,5000,25206,,,5000,127,,,,0.005,5,201,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20120829,CDFW,CDFW,8,60374,12,,,,,1,3,2011,20120510,2012,5,10,41039,2012,5,31,41060,6MOSFPRI,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,,,N,5000,168623,0,373,0,186,,,C,0.0011,21,900,,,PRINCETON MINOR PORT,FEATHER R HATCHERY,feather,FEATHER R HATCHERY,CA,CECA,SFBA,N,Sacramento River,Princeton,39.412,-122.009,upstream,UPSTREAM,254876,338497,,,0.254876,0.338497
T,4.1,20120829,CDFW,CDFW,8,68735,12,,,,,1,3,2011,20120510,2012,5,10,41039,2012,5,31,41060,6MOSFPRI,6FCSAFEA FRFH,6FCSAFEA FRFH,V,H,P,,,N,5000,16680,0,37,0,18,,,C,0.0011,21,900,,,PRINCETON MINOR PORT,FEATHER R HATCHERY,feather,FEATHER R HATCHERY,CA,CECA,SFBA,N,Sacramento River,Princeton,39.412,-122.009,upstream,UPSTREAM,254876,338497,,,0.254876,0.338497
T,4.1,20070811,CDFW,FWS,8,62318,12,,,,,1,3,2006,20070430,2007,4,30,39202,2007,4,30,39202,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,91,N,5000,24236,,,5000,1142,,,,0.0424,12,200,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20070811,CDFW,FWS,8,62319,12,,,,,1,3,2006,20070430,2007,4,30,39202,2007,4,30,39202,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,91,N,5000,23591,,,5000,1112,,,,0.0423,12,200,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20070811,CDFW,FWS,8,62316,12,,,,,1,3,2006,20070416,2007,4,16,39188,2007,4,16,39188,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,86,N,5000,23532,,,5000,853,,,,0.0332,13,200,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20070811,CDFW,FWS,8,62317,12,,,,,1,3,2006,20070416,2007,4,16,39188,2007,4,16,39188,6FCSASBF WSAC,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,86,N,5000,25283,,,5000,917,,,,0.0331,13,200,,,SAC R AT WEST SACRAMENTO,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,West Sacramento Boat ramp,38.590971,-121.507888,normal,UPSTREAM,140010,171628,,,0.14001,0.171628
T,4.1,20070811,CDFW,CDWR,8,601090208,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,11192,,,5000,113,,,,0.01,9,200,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Elkhorn Regional Park,38.673,-121.6258,normal,UPSTREAM,122702,188953,,,0.122702,0.188953
T,4.1,20070811,CDFW,CDWR,8,601090205,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,11160,,,5000,113,,,,0.01,9,200,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Elkhorn Regional Park,38.673,-121.6258,normal,UPSTREAM,122702,188953,,,0.122702,0.188953
T,4.1,20070811,CDFW,CDWR,8,601090206,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,11635,,,5000,118,,,,0.01,9,200,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Elkhorn Regional Park,38.673,-121.6258,normal,UPSTREAM,122702,188953,,,0.122702,0.188953
T,4.1,20070811,CDFW,CDWR,8,601090207,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,10822,,,5000,109,,,,0.01,9,200,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Elkhorn Regional Park,38.673,-121.6258,normal,UPSTREAM,122702,188953,,,0.122702,0.188953
T,4.1,20070811,CDFW,CDWR,8,601090209,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF ELKH,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,10780,,,5000,109,,,,0.01,9,200,,,SAC R ELKHORN BOAT RAMP,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Elkhorn Regional Park,38.673,-121.6258,normal,UPSTREAM,122702,188953,,,0.122702,0.188953
T,4.1,20070811,CDFW,CDWR,8,601090108,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,10412,,,5000,52,,,,0.005,10,200,,,YOLO BYPASS,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Yolo Bypass,Yolo Bypass-Rd 17,38.692164,-121.645496,NMR,UPSTREAM,274184,158849,,,0.274184,0.158849
T,4.1,20070811,CDFW,CDWR,8,601090109,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,11246,,,5000,57,,,,0.005,10,200,,,YOLO BYPASS,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Yolo Bypass,Yolo Bypass-Rd 17,38.692164,-121.645496,NMR,UPSTREAM,274184,158849,,,0.274184,0.158849
T,4.1,20070811,CDFW,CDWR,8,601090202,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,9649,,,5000,48,,,,0.0049,10,200,,,YOLO BYPASS,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Yolo Bypass,Yolo Bypass-Rd 17,38.692164,-121.645496,NMR,UPSTREAM,274184,158849,,,0.274184,0.158849
T,4.1,20070811,CDFW,CDWR,8,601090203,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,10746,,,5000,54,,,,0.005,10,200,,,YOLO BYPASS,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Yolo Bypass,Yolo Bypass-Rd 17,38.692164,-121.645496,NMR,UPSTREAM,274184,158849,,,0.274184,0.158849
T,4.1,20070811,CDFW,CDWR,8,601090204,15,,,,,1,3,2006,20070220,2007,2,20,39133,2007,2,20,39133,6FCSASBF YLBY,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,54,N,5000,9657,,,5000,49,,,,0.005,10,200,,,YOLO BYPASS,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Yolo Bypass,Yolo Bypass-Rd 17,38.692164,-121.645496,NMR,UPSTREAM,274184,158849,,,0.274184,0.158849
T,4.1,20070811,CDFW,FWS,8,601080908,15,,,,,1,3,2006,20070216,2007,2,16,39129,2007,2,16,39129,6FCSASBF ISLE,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,55,N,5000,25644,,,5000,129,,,,0.005,9,200,,,SAC R AT ISLETON,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Isleton,38.1628,-121.6126,normal,UPSTREAM,208354,103447,,,0.208354,0.103447
T,4.1,20070811,CDFW,FWS,8,601080909,15,,,,,1,3,2006,20070216,2007,2,16,39129,2007,2,16,39129,6FCSASBF ISLE,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,55,N,5000,25881,,,5000,130,,,,0.005,9,200,,,SAC R AT ISLETON,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SAFA,SACR,C,Sacramento River,Isleton,38.1628,-121.6126,normal,UPSTREAM,208354,103447,,,0.208354,0.103447
T,4.1,20070811,CDFW,FWS,8,601080906,15,,,,,1,3,2006,20070216,2007,2,16,39129,2007,2,16,39129,6FCSJMOK LTHS,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,56,N,5000,26301,,,5000,132,,,,0.005,9,200,,,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SJOA,MOKE,C,Mokelumne River,Lighthouse Marina,38.1054,-121.5708,normal (delta),UPSTREAM,216169,114452,,,0.216169,0.114452
T,4.1,20070811,CDFW,FWS,8,601080907,15,,,,,1,3,2006,20070216,2007,2,16,39129,2007,2,16,39129,6FCSJMOK LTHS,6FCSAFEA FRFH,6FCSAFEA,G,H,E,FR,56,N,5000,25875,,,5000,130,,,,0.005,9,200,,,MOK R LIGHTHOUSE MARINA,FEATHER R HATCHERY,feather,FEATHER RIVER,CA,SJOA,MOKE,C,Mokelumne River,Lighthouse Marina,38.1054,-121.5708,normal (delta),UPSTREAM,216169,114452,,,0.216169,0.114452
